episode,reward,steps,epsilon
1555,440.0,681,0.01
1556,350.0,755,0.01
1557,410.0,679,0.01
1558,310.0,469,0.01
1559,710.0,705,0.01
1560,670.0,873,0.01
1561,320.0,453,0.01
1562,880.0,667,0.01
1563,190.0,325,0.01
1564,1080.0,625,0.01
1565,400.0,665,0.01
1566,530.0,955,0.01
1567,430.0,615,0.01
1568,750.0,765,0.01
1569,700.0,761,0.01
1570,480.0,873,0.01
1571,900.0,625,0.01
1572,420.0,759,0.01
1573,210.0,469,0.01
1574,470.0,867,0.01
1575,360.0,621,0.01
1576,560.0,581,0.01
1577,140.0,469,0.01
1578,400.0,619,0.01
1579,1310.0,759,0.01
1580,430.0,607,0.01
1581,1180.0,941,0.01
1582,200.0,529,0.01
1583,340.0,639,0.01
1584,370.0,611,0.01
1585,470.0,769,0.01
1586,670.0,691,0.01
1587,340.0,711,0.01
1588,330.0,531,0.01
1589,600.0,749,0.01
1590,380.0,641,0.01
1591,410.0,667,0.01
1592,300.0,435,0.01
1593,1260.0,833,0.01
1594,190.0,309,0.01
1595,580.0,533,0.01
1596,310.0,683,0.01
1597,360.0,563,0.01
1598,550.0,629,0.01
1599,380.0,483,0.01
1600,500.0,721,0.01
1601,410.0,621,0.01
1602,370.0,493,0.01
1603,360.0,551,0.01
1604,300.0,389,0.01
1605,500.0,601,0.01
1606,200.0,423,0.01
1607,1630.0,777,0.01
1608,380.0,509,0.01
1609,340.0,569,0.01
1610,330.0,363,0.01
1611,390.0,515,0.01
1612,490.0,711,0.01
1613,440.0,725,0.01
1614,600.0,935,0.01
1615,440.0,649,0.01
1616,570.0,805,0.01
1617,240.0,297,0.01
1618,430.0,651,0.01
1619,350.0,489,0.01
1620,500.0,641,0.01
1621,370.0,453,0.01
1622,280.0,353,0.01
1623,560.0,741,0.01
1624,650.0,609,0.01
1625,1090.0,675,0.01
1626,650.0,609,0.01
1627,1880.0,637,0.01
1628,470.0,549,0.01
1629,2190.0,953,0.01
1630,1720.0,689,0.01
1631,1000.0,787,0.01
1632,470.0,665,0.01
1633,830.0,599,0.01
1634,1940.0,797,0.01
1635,460.0,619,0.01
1636,830.0,819,0.01
1637,1830.0,861,0.01
1638,830.0,687,0.01
1639,590.0,629,0.01
1640,800.0,641,0.01
1641,570.0,705,0.01
1642,390.0,413,0.01
1643,430.0,395,0.01
1644,890.0,693,0.01
1645,320.0,361,0.01
1646,350.0,473,0.01
1647,690.0,817,0.01
1648,420.0,623,0.01
1649,290.0,551,0.01
1650,390.0,465,0.01
1651,2070.0,675,0.01
1652,1930.0,661,0.01
1653,590.0,721,0.01
1654,100.0,489,0.01
1655,100.0,489,0.01
1656,90.0,501,0.01
1657,90.0,501,0.01
1658,530.0,621,0.01
1659,890.0,653,0.01
1660,90.0,465,0.01
1661,750.0,791,0.01
1662,450.0,393,0.01
1663,860.0,777,0.01
1664,890.0,861,0.01
1665,170.0,455,0.01
1666,330.0,567,0.01
1667,190.0,299,0.01
1668,110.0,507,0.01
1669,760.0,671,0.01
1670,560.0,667,0.01
1671,620.0,735,0.01
1672,190.0,493,0.01
1673,370.0,411,0.01
1674,240.0,461,0.01
1675,240.0,509,0.01
1676,840.0,657,0.01
1677,560.0,681,0.01
1678,330.0,423,0.01
1679,360.0,379,0.01
1680,380.0,497,0.01
1681,320.0,699,0.01
1682,280.0,499,0.01
1683,830.0,1041,0.01
1684,210.0,453,0.01
1685,440.0,769,0.01
1686,350.0,663,0.01
1687,660.0,701,0.01
1688,340.0,639,0.01
1689,1520.0,781,0.01
1690,420.0,533,0.01
1691,270.0,479,0.01
1692,180.0,379,0.01
1693,1060.0,725,0.01
1694,290.0,577,0.01
1695,380.0,437,0.01
1696,550.0,635,0.01
1697,390.0,511,0.01
1698,790.0,615,0.01
1699,300.0,495,0.01
1700,450.0,531,0.01
1701,410.0,565,0.01
1702,380.0,521,0.01
1703,290.0,465,0.01
1704,320.0,517,0.01
1705,290.0,553,0.01
1706,260.0,459,0.01
1707,320.0,517,0.01
1708,630.0,865,0.01
1709,810.0,715,0.01
1710,710.0,673,0.01
1711,610.0,485,0.01
1712,620.0,577,0.01
1713,230.0,483,0.01
1714,610.0,539,0.01
1715,70.0,549,0.01
1716,1110.0,817,0.01
1717,270.0,641,0.01
1718,450.0,655,0.01
1719,1150.0,709,0.01
1720,380.0,787,0.01
1721,700.0,655,0.01
1722,540.0,705,0.01
1723,380.0,565,0.01
1724,980.0,721,0.01
1725,340.0,489,0.01
1726,290.0,583,0.01
1727,380.0,571,0.01
1728,410.0,633,0.01
1729,340.0,663,0.01
1730,1070.0,777,0.01
1731,960.0,801,0.01
1732,300.0,611,0.01
1733,430.0,627,0.01
1734,560.0,883,0.01
1735,390.0,705,0.01
1736,310.0,533,0.01
1737,320.0,541,0.01
1738,450.0,621,0.01
1739,1900.0,939,0.01
1740,490.0,735,0.01
1741,690.0,833,0.01
1742,360.0,593,0.01
1743,340.0,667,0.01
1744,520.0,961,0.01
1745,590.0,663,0.01
1746,440.0,527,0.01
1747,880.0,877,0.01
1748,310.0,509,0.01
1749,580.0,719,0.01
1750,430.0,595,0.01
1751,400.0,527,0.01
1752,750.0,603,0.01
1753,210.0,493,0.01
1754,1060.0,611,0.01
1755,490.0,737,0.01
1756,570.0,793,0.01
1757,370.0,541,0.01
1758,1080.0,681,0.01
1759,760.0,923,0.01
1760,370.0,677,0.01
1761,380.0,593,0.01
1762,150.0,431,0.01
1763,700.0,647,0.01
1764,590.0,625,0.01
1765,610.0,889,0.01
1766,920.0,1247,0.01
1767,580.0,579,0.01
1768,510.0,521,0.01
1769,350.0,663,0.01
1770,480.0,447,0.01
1771,210.0,325,0.01
1772,330.0,441,0.01
1773,350.0,377,0.01
1774,190.0,489,0.01
1775,540.0,759,0.01
1776,100.0,295,0.01
1777,400.0,771,0.01
1778,310.0,561,0.01
1779,640.0,649,0.01
1780,180.0,313,0.01
1781,180.0,411,0.01
1782,350.0,629,0.01
1783,540.0,621,0.01
1784,370.0,427,0.01
1785,720.0,787,0.01
1786,190.0,327,0.01
1787,620.0,695,0.01
1788,760.0,679,0.01
1789,440.0,587,0.01
1790,290.0,501,0.01
1791,570.0,841,0.01
1792,720.0,643,0.01
1793,360.0,541,0.01
1794,580.0,967,0.01
1795,310.0,423,0.01
1796,100.0,311,0.01
1797,80.0,247,0.01
1798,270.0,387,0.01
1799,580.0,609,0.01
1800,220.0,485,0.01
1801,1630.0,1057,0.01
1802,290.0,517,0.01
1803,820.0,631,0.01
1804,330.0,511,0.01
1805,880.0,739,0.01
1806,560.0,629,0.01
1807,640.0,607,0.01
1808,680.0,585,0.01
1809,1240.0,783,0.01
1810,690.0,527,0.01
1811,710.0,673,0.01
1812,640.0,577,0.01
1813,730.0,727,0.01
1814,910.0,743,0.01
1815,650.0,605,0.01
1816,930.0,681,0.01
1817,710.0,633,0.01
1818,360.0,551,0.01
1819,720.0,605,0.01
1820,1440.0,1141,0.01
1821,450.0,557,0.01
1822,1630.0,843,0.01
1823,830.0,761,0.01
1824,980.0,943,0.01
1825,830.0,981,0.01
1826,610.0,651,0.01
1827,180.0,283,0.01
1828,2220.0,887,0.01
1829,340.0,393,0.01
1830,260.0,413,0.01
1831,420.0,635,0.01
1832,270.0,425,0.01
1833,590.0,753,0.01
1834,390.0,531,0.01
1835,1180.0,943,0.01
1836,570.0,751,0.01
1837,340.0,453,0.01
1838,1050.0,921,0.01
1839,850.0,753,0.01
1840,310.0,447,0.01
1841,320.0,479,0.01
1842,240.0,401,0.01
1843,750.0,633,0.01
1844,760.0,797,0.01
1845,3860.0,841,0.01
1846,300.0,591,0.01
1847,840.0,717,0.01
1848,490.0,597,0.01
1849,130.0,425,0.01
1850,980.0,713,0.01
1851,160.0,477,0.01
1852,790.0,657,0.01
1853,1030.0,679,0.01
1854,440.0,541,0.01
1855,490.0,539,0.01
1856,220.0,381,0.01
1857,200.0,383,0.01
1858,600.0,535,0.01
1859,630.0,705,0.01
1860,360.0,561,0.01
1861,490.0,581,0.01
1862,600.0,599,0.01
1863,250.0,461,0.01
1864,420.0,395,0.01
1865,530.0,671,0.01
1866,890.0,593,0.01
1867,890.0,731,0.01
1868,490.0,665,0.01
1869,250.0,553,0.01
1870,630.0,773,0.01
1871,530.0,707,0.01
1872,1100.0,1057,0.01
1873,210.0,435,0.01
1874,440.0,685,0.01
1875,530.0,595,0.01
1876,370.0,689,0.01
1877,630.0,625,0.01
1878,690.0,573,0.01
1879,320.0,507,0.01
1880,400.0,591,0.01
1881,400.0,637,0.01
1882,460.0,543,0.01
1883,460.0,579,0.01
1884,880.0,1095,0.01
1885,520.0,1011,0.01
1886,880.0,775,0.01
1887,960.0,755,0.01
1888,440.0,577,0.01
1889,510.0,631,0.01
1890,440.0,709,0.01
1891,300.0,499,0.01
1892,660.0,805,0.01
1893,180.0,433,0.01
1894,370.0,507,0.01
1895,310.0,463,0.01
1896,420.0,633,0.01
1897,150.0,309,0.01
1898,960.0,1163,0.01
1899,400.0,559,0.01
1900,250.0,431,0.01
1901,360.0,799,0.01
1902,630.0,689,0.01
1903,590.0,769,0.01
1904,290.0,453,0.01
1905,340.0,633,0.01
1906,520.0,617,0.01
1907,520.0,601,0.01
1908,560.0,721,0.01
1909,600.0,607,0.01
1910,700.0,765,0.01
1911,400.0,537,0.01
1912,680.0,573,0.01
1913,610.0,681,0.01
1914,420.0,605,0.01
1915,670.0,679,0.01
1916,560.0,729,0.01
1917,390.0,885,0.01
1918,730.0,591,0.01
1919,250.0,499,0.01
1920,560.0,723,0.01
1921,250.0,593,0.01
1922,380.0,483,0.01
1923,1210.0,725,0.01
1924,440.0,585,0.01
1925,350.0,381,0.01
1926,690.0,661,0.01
1927,270.0,585,0.01
1928,470.0,477,0.01
1929,610.0,817,0.01
1930,480.0,577,0.01
1931,650.0,699,0.01
1932,410.0,489,0.01
1933,530.0,617,0.01
1934,270.0,473,0.01
1935,260.0,483,0.01
1936,630.0,727,0.01
1937,750.0,595,0.01
1938,360.0,515,0.01
1939,220.0,383,0.01
1940,750.0,873,0.01
1941,830.0,739,0.01
1942,240.0,559,0.01
1943,1000.0,879,0.01
1944,480.0,535,0.01
1945,940.0,873,0.01
1946,510.0,765,0.01
1947,260.0,433,0.01
1948,430.0,643,0.01
1949,450.0,837,0.01
1950,330.0,529,0.01
1951,510.0,665,0.01
1952,340.0,575,0.01
1953,130.0,311,0.01
1954,340.0,639,0.01
1955,920.0,803,0.01
1956,670.0,513,0.01
1957,470.0,753,0.01
1958,170.0,341,0.01
1959,490.0,637,0.01
1960,540.0,657,0.01
1961,930.0,595,0.01
1962,350.0,709,0.01
1963,160.0,527,0.01
1964,330.0,529,0.01
1965,270.0,457,0.01
1966,600.0,777,0.01
1967,210.0,505,0.01
1968,480.0,659,0.01
1969,1680.0,689,0.01
1970,210.0,633,0.01
1971,210.0,737,0.01
1972,470.0,677,0.01
1973,320.0,731,0.01
1974,1310.0,769,0.01
1975,290.0,501,0.01
1976,940.0,849,0.01
1977,530.0,759,0.01
1978,220.0,555,0.01
1979,890.0,679,0.01
1980,450.0,485,0.01
1981,270.0,577,0.01
1982,530.0,575,0.01
1983,560.0,681,0.01
1984,330.0,447,0.01
1985,330.0,487,0.01
1986,340.0,513,0.01
1987,320.0,497,0.01
1988,150.0,365,0.01
1989,950.0,805,0.01
1990,280.0,433,0.01
1991,290.0,397,0.01
1992,250.0,389,0.01
1993,1370.0,1141,0.01
1994,390.0,673,0.01
1995,240.0,533,0.01
1996,450.0,513,0.01
1997,1370.0,815,0.01
1998,450.0,511,0.01
1999,280.0,391,0.01
2000,360.0,447,0.01
2001,640.0,601,0.01
2002,940.0,835,0.01
2003,640.0,563,0.01
2004,760.0,645,0.01
2005,300.0,343,0.01
2006,510.0,661,0.01
2007,1090.0,1103,0.01
2008,1090.0,763,0.01
2009,940.0,701,0.01
2010,440.0,487,0.01
2011,120.0,497,0.01
2012,880.0,833,0.01
2013,1320.0,789,0.01
2014,1230.0,641,0.01
2015,1010.0,761,0.01
2016,280.0,443,0.01
2017,120.0,497,0.01
2018,490.0,563,0.01
2019,330.0,595,0.01
2020,250.0,577,0.01
2021,260.0,369,0.01
2022,900.0,525,0.01
2023,290.0,551,0.01
2024,670.0,589,0.01
2025,570.0,647,0.01
2026,310.0,431,0.01
2027,130.0,433,0.01
2028,120.0,379,0.01
2029,300.0,673,0.01
2030,390.0,501,0.01
2031,120.0,283,0.01
2032,210.0,581,0.01
2033,240.0,441,0.01
2034,620.0,635,0.01
2035,450.0,631,0.01
2036,380.0,539,0.01
2037,290.0,531,0.01
2038,970.0,737,0.01
2039,360.0,739,0.01
2040,220.0,567,0.01
2041,290.0,685,0.01
2042,1010.0,651,0.01
2043,920.0,863,0.01
2044,1090.0,847,0.01
2045,340.0,453,0.01
2046,790.0,621,0.01
2047,850.0,781,0.01
2048,430.0,721,0.01
2049,720.0,619,0.01
2050,570.0,617,0.01
2051,500.0,819,0.01
2052,990.0,883,0.01
2053,710.0,783,0.01
2054,770.0,765,0.01
2055,870.0,977,0.01
2056,2360.0,971,0.01
2057,940.0,773,0.01
2058,730.0,759,0.01
2059,1320.0,785,0.01
2060,570.0,645,0.01
2061,630.0,791,0.01
2062,540.0,655,0.01
2063,580.0,735,0.01
2064,1000.0,921,0.01
2065,710.0,769,0.01
2066,1000.0,621,0.01
2067,690.0,783,0.01
2068,1100.0,623,0.01
2069,540.0,613,0.01
2070,330.0,625,0.01
2071,860.0,897,0.01
2072,960.0,919,0.01
2073,810.0,849,0.01
2074,710.0,847,0.01
2075,910.0,785,0.01
2076,270.0,661,0.01
2077,470.0,661,0.01
2078,1060.0,843,0.01
2079,1000.0,641,0.01
2080,710.0,815,0.01
2081,510.0,601,0.01
2082,360.0,643,0.01
2083,540.0,603,0.01
2084,540.0,581,0.01
2085,810.0,743,0.01
2086,550.0,537,0.01
2087,1050.0,847,0.01
2088,620.0,767,0.01
2089,950.0,737,0.01
2090,550.0,721,0.01
2091,540.0,583,0.01
2092,1550.0,951,0.01
2093,560.0,533,0.01
2094,540.0,581,0.01
2095,600.0,659,0.01
2096,580.0,651,0.01
2097,570.0,801,0.01
2098,550.0,577,0.01
2099,120.0,497,0.01
2100,240.0,349,0.01
2101,270.0,565,0.01
2102,490.0,625,0.01
2103,600.0,611,0.01
2104,260.0,411,0.01
2105,260.0,591,0.01
2106,490.0,607,0.01
2107,220.0,435,0.01
2108,380.0,631,0.01
2109,740.0,771,0.01
2110,900.0,667,0.01
2111,1350.0,925,0.01
2112,440.0,569,0.01
2113,1150.0,801,0.01
2114,300.0,595,0.01
2115,260.0,509,0.01
2116,230.0,545,0.01
2117,450.0,569,0.01
2118,440.0,555,0.01
2119,370.0,451,0.01
2120,220.0,401,0.01
2121,380.0,465,0.01
2122,2180.0,1017,0.01
2123,210.0,473,0.01
2124,250.0,441,0.01
2125,160.0,531,0.01
2126,540.0,587,0.01
2127,140.0,361,0.01
2128,230.0,405,0.01
2129,520.0,617,0.01
2130,340.0,577,0.01
2131,870.0,511,0.01
2132,250.0,473,0.01
2133,210.0,447,0.01
2134,230.0,361,0.01
2135,640.0,641,0.01
2136,190.0,341,0.01
2137,120.0,497,0.01
2138,330.0,561,0.01
2139,1510.0,865,0.01
2140,1060.0,575,0.01
2141,290.0,493,0.01
2142,220.0,457,0.01
2143,210.0,493,0.01
2144,210.0,493,0.01
2145,600.0,717,0.01
2146,600.0,649,0.01
2147,250.0,705,0.01
2148,450.0,589,0.01
2149,360.0,497,0.01
2150,250.0,411,0.01
2151,250.0,409,0.01
2152,620.0,613,0.01
2153,280.0,475,0.01
2154,1040.0,703,0.01
2155,240.0,481,0.01
2156,410.0,625,0.01
2157,200.0,321,0.01
2158,250.0,473,0.01
2159,160.0,455,0.01
2160,520.0,619,0.01
2161,380.0,451,0.01
2162,410.0,497,0.01
2163,170.0,397,0.01
2164,470.0,773,0.01
2165,320.0,589,0.01
2166,790.0,633,0.01
2167,970.0,981,0.01
2168,660.0,693,0.01
2169,140.0,455,0.01
2170,940.0,821,0.01
2171,510.0,737,0.01
2172,560.0,647,0.01
2173,480.0,519,0.01
2174,1010.0,833,0.01
2175,920.0,905,0.01
2176,980.0,753,0.01
2177,320.0,549,0.01
2178,430.0,461,0.01
2179,460.0,603,0.01
2180,1200.0,815,0.01
2181,540.0,541,0.01
2182,330.0,533,0.01
2183,410.0,547,0.01
2184,520.0,537,0.01
2185,430.0,567,0.01
2186,500.0,837,0.01
2187,400.0,715,0.01
2188,230.0,359,0.01
2189,360.0,579,0.01
2190,290.0,531,0.01
2191,240.0,553,0.01
2192,510.0,1061,0.01
2193,330.0,525,0.01
2194,550.0,697,0.01
2195,530.0,767,0.01
2196,430.0,591,0.01
2197,900.0,769,0.01
2198,740.0,1023,0.01
2199,1220.0,805,0.01
2200,1110.0,881,0.01
2201,1500.0,931,0.01
2202,440.0,531,0.01
2203,570.0,677,0.01
2204,1070.0,769,0.01
2205,150.0,441,0.01
2206,330.0,723,0.01
2207,440.0,463,0.01
2208,410.0,587,0.01
2209,540.0,599,0.01
2210,670.0,575,0.01
2211,1400.0,881,0.01
2212,860.0,673,0.01
2213,560.0,795,0.01
2214,410.0,617,0.01
2215,230.0,393,0.01
2216,350.0,527,0.01
2217,400.0,581,0.01
2218,410.0,379,0.01
2219,490.0,533,0.01
2220,390.0,741,0.01
2221,230.0,495,0.01
2222,400.0,585,0.01
2223,240.0,473,0.01
2224,600.0,761,0.01
2225,310.0,351,0.01
2226,520.0,549,0.01
2227,170.0,297,0.01
2228,890.0,897,0.01
2229,370.0,669,0.01
2230,1580.0,887,0.01
2231,890.0,839,0.01
2232,480.0,665,0.01
2233,740.0,657,0.01
2234,610.0,785,0.01
2235,350.0,603,0.01
2236,360.0,739,0.01
2237,1290.0,891,0.01
2238,520.0,707,0.01
2239,470.0,601,0.01
2240,1150.0,731,0.01
2241,640.0,743,0.01
2242,540.0,673,0.01
2243,290.0,689,0.01
2244,550.0,667,0.01
2245,930.0,841,0.01
2246,360.0,637,0.01
2247,990.0,823,0.01
2248,150.0,415,0.01
2249,310.0,443,0.01
2250,430.0,541,0.01
2251,210.0,433,0.01
2252,780.0,697,0.01
2253,240.0,497,0.01
2254,220.0,307,0.01
2255,290.0,475,0.01
2256,580.0,571,0.01
2257,440.0,537,0.01
2258,220.0,415,0.01
2259,1630.0,637,0.01
2260,380.0,575,0.01
2261,1640.0,669,0.01
2262,1830.0,783,0.01
2263,530.0,605,0.01
2264,1630.0,669,0.01
2265,1630.0,669,0.01
2266,1630.0,669,0.01
2267,180.0,605,0.01
2268,180.0,477,0.01
2269,1630.0,687,0.01
2270,180.0,605,0.01
2271,1630.0,669,0.01
2272,350.0,765,0.01
2273,520.0,453,0.01
2274,1410.0,985,0.01
2275,370.0,477,0.01
2276,880.0,759,0.01
2277,420.0,527,0.01
2278,580.0,669,0.01
2279,1120.0,789,0.01
2280,270.0,415,0.01
2281,230.0,497,0.01
2282,300.0,513,0.01
2283,1080.0,1039,0.01
2284,70.0,325,0.01
2285,250.0,537,0.01
2286,850.0,621,0.01
2287,220.0,333,0.01
2288,440.0,391,0.01
2289,410.0,393,0.01
2290,340.0,441,0.01
2291,660.0,681,0.01
2292,540.0,647,0.01
2293,370.0,429,0.01
2294,740.0,553,0.01
2295,860.0,905,0.01
2296,860.0,791,0.01
2297,440.0,547,0.01
2298,390.0,503,0.01
2299,310.0,475,0.01
2300,250.0,397,0.01
2301,1630.0,669,0.01
2302,1630.0,639,0.01
2303,1630.0,669,0.01
2304,1630.0,687,0.01
2305,290.0,525,0.01
2306,830.0,697,0.01
2307,210.0,581,0.01
2308,1630.0,669,0.01
2309,390.0,695,0.01
2310,1630.0,669,0.01
2311,1630.0,669,0.01
2312,180.0,605,0.01
2313,530.0,605,0.01
2314,400.0,695,0.01
2315,270.0,589,0.01
2316,2130.0,1409,0.01
2317,200.0,547,0.01
2318,1000.0,713,0.01
2319,210.0,561,0.01
2320,680.0,719,0.01
2321,550.0,635,0.01
2322,230.0,453,0.01
2323,950.0,861,0.01
2324,380.0,533,0.01
2325,430.0,587,0.01
2326,360.0,529,0.01
2327,380.0,581,0.01
2328,510.0,621,0.01
2329,460.0,571,0.01
2330,370.0,559,0.01
2331,330.0,441,0.01
2332,460.0,693,0.01
2333,640.0,589,0.01
2334,550.0,791,0.01
2335,340.0,389,0.01
2336,480.0,567,0.01
2337,200.0,361,0.01
2338,660.0,619,0.01
2339,370.0,375,0.01
2340,340.0,427,0.01
2341,200.0,423,0.01
2342,370.0,525,0.01
2343,770.0,697,0.01
2344,520.0,637,0.01
2345,320.0,471,0.01
2346,310.0,539,0.01
2347,170.0,379,0.01
2348,200.0,287,0.01
2349,840.0,571,0.01
2350,260.0,459,0.01
2351,520.0,591,0.01
2352,650.0,823,0.01
2353,840.0,629,0.01
2354,1070.0,663,0.01
2355,1020.0,729,0.01
2356,780.0,673,0.01
2357,890.0,645,0.01
2358,800.0,583,0.01
2359,650.0,591,0.01
2360,980.0,795,0.01
2361,1230.0,865,0.01
2362,580.0,585,0.01
2363,1060.0,797,0.01
2364,1190.0,707,0.01
2365,900.0,607,0.01
2366,770.0,599,0.01
2367,990.0,651,0.01
2368,1190.0,783,0.01
2369,880.0,603,0.01
2370,830.0,551,0.01
2371,850.0,663,0.01
2372,840.0,681,0.01
2373,920.0,669,0.01
2374,770.0,797,0.01
2375,870.0,641,0.01
2376,630.0,581,0.01
2377,870.0,641,0.01
2378,410.0,549,0.01
2379,1240.0,633,0.01
2380,990.0,997,0.01
2381,780.0,785,0.01
2382,870.0,641,0.01
2383,750.0,607,0.01
2384,850.0,673,0.01
2385,800.0,555,0.01
2386,150.0,291,0.01
2387,550.0,517,0.01
2388,340.0,489,0.01
2389,560.0,787,0.01
2390,1140.0,699,0.01
2391,220.0,461,0.01
2392,330.0,497,0.01
2393,260.0,481,0.01
2394,270.0,585,0.01
2395,290.0,369,0.01
2396,270.0,369,0.01
2397,480.0,689,0.01
2398,560.0,623,0.01
2399,380.0,599,0.01
2400,230.0,349,0.01
2401,420.0,567,0.01
2402,630.0,597,0.01
2403,260.0,479,0.01
2404,540.0,1009,0.01
2405,930.0,851,0.01
2406,690.0,549,0.01
2407,1050.0,647,0.01
2408,800.0,603,0.01
2409,510.0,475,0.01
2410,350.0,409,0.01
2411,750.0,673,0.01
2412,350.0,377,0.01
2413,910.0,691,0.01
2414,260.0,375,0.01
2415,350.0,747,0.01
2416,510.0,699,0.01
2417,400.0,655,0.01
2418,470.0,631,0.01
2419,240.0,451,0.01
2420,910.0,805,0.01
2421,130.0,425,0.01
2422,310.0,459,0.01
2423,330.0,513,0.01
2424,450.0,575,0.01
2425,50.0,245,0.01
2426,940.0,651,0.01
2427,480.0,491,0.01
2428,520.0,673,0.01
2429,420.0,687,0.01
2430,810.0,963,0.01
2431,1090.0,705,0.01
2432,350.0,495,0.01
2433,270.0,435,0.01
2434,410.0,863,0.01
2435,420.0,645,0.01
2436,500.0,777,0.01
2437,180.0,499,0.01
2438,310.0,577,0.01
2439,2050.0,651,0.01
2440,740.0,771,0.01
2441,410.0,609,0.01
2442,950.0,769,0.01
2443,500.0,457,0.01
2444,150.0,445,0.01
2445,650.0,707,0.01
2446,760.0,675,0.01
2447,330.0,447,0.01
2448,560.0,623,0.01
2449,1200.0,739,0.01
2450,610.0,727,0.01
2451,1300.0,807,0.01
2452,430.0,633,0.01
2453,390.0,629,0.01
2454,780.0,825,0.01
2455,530.0,643,0.01
2456,670.0,587,0.01
2457,580.0,617,0.01
2458,510.0,631,0.01
2459,390.0,651,0.01
2460,500.0,531,0.01
2461,420.0,693,0.01
2462,370.0,619,0.01
2463,620.0,609,0.01
2464,330.0,527,0.01
2465,600.0,681,0.01
2466,100.0,529,0.01
2467,640.0,657,0.01
2468,330.0,423,0.01
2469,260.0,397,0.01
2470,470.0,695,0.01
2471,150.0,367,0.01
2472,300.0,437,0.01
2473,320.0,489,0.01
2474,540.0,671,0.01
2475,420.0,517,0.01
2476,340.0,401,0.01
2477,380.0,535,0.01
2478,680.0,925,0.01
2479,340.0,517,0.01
2480,200.0,437,0.01
2481,540.0,543,0.01
2482,950.0,1009,0.01
2483,690.0,795,0.01
2484,400.0,597,0.01
2485,650.0,645,0.01
2486,150.0,445,0.01
2487,360.0,637,0.01
2488,650.0,865,0.01
2489,380.0,509,0.01
2490,280.0,377,0.01
2491,350.0,385,0.01
2492,380.0,581,0.01
2493,370.0,653,0.01
2494,970.0,857,0.01
2495,270.0,461,0.01
2496,630.0,697,0.01
2497,300.0,755,0.01
2498,260.0,535,0.01
2499,390.0,669,0.01
2500,450.0,749,0.01
2501,310.0,567,0.01
2502,230.0,447,0.01
2503,240.0,395,0.01
2504,640.0,623,0.01
2505,630.0,723,0.01
2506,390.0,535,0.01
2507,200.0,315,0.01
2508,180.0,361,0.01
2509,200.0,407,0.01
2510,400.0,657,0.01
2511,240.0,449,0.01
2512,240.0,449,0.01
2513,950.0,951,0.01
2514,1460.0,961,0.01
2515,280.0,481,0.01
2516,340.0,615,0.01
2517,150.0,469,0.01
2518,240.0,397,0.01
2519,260.0,499,0.01
2520,940.0,765,0.01
2521,1090.0,785,0.01
2522,600.0,639,0.01
2523,310.0,727,0.01
2524,580.0,635,0.01
2525,930.0,755,0.01
2526,930.0,839,0.01
2527,170.0,587,0.01
2528,320.0,581,0.01
2529,350.0,613,0.01
2530,180.0,281,0.01
2531,440.0,517,0.01
2532,1140.0,633,0.01
2533,770.0,665,0.01
2534,1110.0,833,0.01
2535,1000.0,845,0.01
2536,220.0,471,0.01
2537,130.0,487,0.01
2538,720.0,629,0.01
2539,180.0,381,0.01
2540,260.0,465,0.01
2541,300.0,527,0.01
2542,240.0,425,0.01
2543,500.0,1055,0.01
2544,710.0,881,0.01
2545,680.0,549,0.01
2546,350.0,609,0.01
2547,490.0,609,0.01
2548,570.0,569,0.01
2549,450.0,595,0.01
2550,670.0,585,0.01
2551,460.0,579,0.01
2552,290.0,383,0.01
2553,410.0,459,0.01
2554,550.0,815,0.01
2555,430.0,553,0.01
2556,370.0,521,0.01
2557,620.0,661,0.01
2558,380.0,627,0.01
2559,340.0,623,0.01
2560,450.0,633,0.01
2561,410.0,551,0.01
2562,840.0,793,0.01
2563,350.0,721,0.01
2564,360.0,375,0.01
2565,580.0,745,0.01
2566,380.0,723,0.01
2567,660.0,573,0.01
2568,860.0,631,0.01
2569,1030.0,623,0.01
2570,320.0,443,0.01
2571,1170.0,705,0.01
2572,350.0,641,0.01
2573,340.0,517,0.01
2574,390.0,539,0.01
2575,250.0,635,0.01
2576,890.0,813,0.01
2577,200.0,329,0.01
2578,270.0,563,0.01
2579,520.0,673,0.01
2580,990.0,785,0.01
2581,280.0,489,0.01
2582,660.0,765,0.01
2583,580.0,665,0.01
2584,180.0,489,0.01
2585,380.0,477,0.01
2586,880.0,497,0.01
2587,460.0,477,0.01
2588,460.0,715,0.01
2589,890.0,619,0.01
2590,260.0,665,0.01
2591,400.0,549,0.01
2592,490.0,649,0.01
2593,500.0,599,0.01
2594,370.0,667,0.01
2595,720.0,799,0.01
2596,420.0,795,0.01
2597,610.0,577,0.01
2598,550.0,693,0.01
2599,630.0,683,0.01
2600,450.0,757,0.01
2601,510.0,425,0.01
2602,370.0,567,0.01
2603,700.0,701,0.01
2604,930.0,773,0.01
2605,1060.0,931,0.01
2606,460.0,655,0.01
2607,520.0,689,0.01
2608,580.0,767,0.01
2609,500.0,615,0.01
2610,950.0,705,0.01
2611,220.0,473,0.01
2612,220.0,481,0.01
2613,380.0,609,0.01
2614,1270.0,1005,0.01
2615,210.0,297,0.01
2616,490.0,425,0.01
2617,1210.0,839,0.01
2618,250.0,639,0.01
2619,190.0,599,0.01
