update,episodes_completed,avg_reward,avg_score,policy_loss,value_loss,entropy,clip_frac,kl,action_diversity,unique_states,explained_variance,advantage_std,positive_adv_frac
2400,7127,119.65,1196.5,-0.005374522792408243,8.436360446736217,2.036735774949193,0.172607421875,0.004052717318700161,2.1831838183851406,1392,0.8915494519472122,3.386471539735794,0.44248046875
2410,7155,120.63125,1206.3125,-0.006460999517003074,4.238923287484795,1.9971180483698845,0.1585693359375,0.004929395523504354,2.1673680203622805,1321,0.8905699807405472,3.3673042321205138,0.440361328125
2420,7185,118.29375,1182.9375,-0.006661296225502156,2.515113117173314,2.012129271402955,0.1588134765625,0.005822474864544347,2.1894695323644293,1341,0.8969126278162003,3.235462276935577,0.438779296875
2430,7212,122.0125,1220.125,-0.006971375871216878,4.205318354070187,2.010072035714984,0.14501953125,0.0035141415282851085,2.184379089448722,1346,0.8940984749794006,3.2107224798202516,0.443330078125
2440,7243,121.4,1214.0,-0.007043815188808367,1.6219647084362805,2.082574214786291,0.1759033203125,0.0039330108993453905,2.188659767306789,1322,0.8897319394350052,3.278009079694748,0.4474462890625
2450,7269,120.04375,1200.4375,-0.0030256982281571254,3.8701102817431092,2.01997771859169,0.21435546875,0.006578834596439265,2.1766177906445425,1338,0.8851065784692764,3.335414012670517,0.448759765625
2460,7299,115.6875,1156.875,-0.008712102397112176,1.6784084662795067,2.048725787550211,0.17919921875,0.006171223154524341,2.1934751656260705,1366,0.8909668773412704,3.2285628724098205,0.447138671875
2470,7328,114.90625,1149.0625,-0.00447556642757263,6.000731898471713,2.0408589988946915,0.1728515625,0.0055380150297423825,2.1846181326232825,1228,0.8923581707477569,3.184852043390274,0.4452197265625
2480,7355,112.6125,1126.125,-0.005887524748686701,1.0698645836673677,2.0838227421045303,0.1944580078125,0.00597702780214604,2.1631713902073058,1467,0.8973200225830078,3.1002831971645355,0.4442529296875
2490,7384,112.56875,1125.6875,-0.004754170986416284,19.649644438177347,2.0648372918367386,0.1505126953125,0.005231659102719277,2.1903370170870535,1348,0.8915866583585739,3.1767976558208466,0.4405419921875
2500,7413,116.65,1166.5,-0.005771516007371247,23.046808429062366,2.02455497905612,0.1502685546875,0.005978202330879867,2.1672836363634627,1358,0.8852592498064041,3.296917051076889,0.4366455078125
2510,7439,117.26875,1172.6875,-0.009315190764027648,1.5654607876203954,2.0824535116553307,0.1756591796875,0.0037183008971624076,2.168880757843854,1401,0.8897959262132644,3.2619321739673612,0.435751953125
2520,7467,118.6875,1186.875,-0.004450064268894494,6.636158579960465,2.059690982103348,0.1378173828125,0.004185381134448107,2.178506881420238,1394,0.8920058447122574,3.2513734245300294,0.4354833984375
2530,7494,122.08125,1220.8125,-0.005372378378524445,7.515825247392058,2.1000537239015102,0.1153564453125,0.003655334294307977,2.189672301019301,1449,0.8991944575309754,3.1813223552703858,0.4353564453125
2540,7525,125.9625,1259.625,-0.004507531528361142,5.83300144225359,2.0131053514778614,0.1015625,0.003094007188337855,2.1669215316949457,1162,0.8925445139408111,3.318714323043823,0.4341162109375
2550,7554,127.86875,1278.6875,-0.006812123261624947,1.5486782882362604,1.9934293627738953,0.139404296875,0.003491901916277129,2.1776506409898433,1302,0.8937813198566437,3.357029733657837,0.4317724609375
2560,7580,126.11875,1261.1875,-0.0040715983777772635,6.171789619140327,2.009373800829053,0.1597900390625,0.006785641817259602,2.185428438023864,1341,0.8913223165273666,3.427867492437363,0.4269287109375
2570,7609,124.40625,1244.0625,-0.004766002908581868,1.2946592038497329,1.9946060199290514,0.2025146484375,0.0023187736805994064,2.180628731897973,1476,0.8878340303897858,3.5140541207790377,0.4325830078125
2580,7637,125.2,1252.0,-0.00623141904361546,4.0392980966717005,2.035235233604908,0.1700439453125,0.004102849270566367,2.1667553769282315,1232,0.8823919677734375,3.6700628197193144,0.4288232421875
2590,7666,123.91875,1239.1875,-0.00781926499621477,1.2363489726558328,2.0653890818357468,0.1243896484375,0.0030668461331515573,2.182549518756007,1425,0.8915921878814698,3.5361907482147217,0.4228369140625
2600,7695,118.43125,1184.3125,-0.00893225114850793,1.1778099667280912,2.0365167297422886,0.1578369140625,0.004441494325874373,2.1859334862788407,1414,0.8975564426183701,3.3909664487838747,0.4215185546875
2610,7724,115.83125,1158.3125,-0.007104541582521051,9.372186359018087,2.028964515775442,0.118408203125,0.004714368405984715,2.1821119366205397,1379,0.8952643513679505,3.3951799082756042,0.428671875
2620,7752,116.9625,1169.625,-0.008960153616499156,2.8947074115276337,2.007131762802601,0.1690673828125,0.006145668565295637,2.175181127539057,1342,0.8935060369968414,3.426114982366562,0.4322900390625
2630,7777,118.7875,1187.875,-0.007804949345882051,6.985708002001047,2.0479487646371126,0.167236328125,0.005561615223996341,2.190183855154528,1451,0.8936457026004792,3.4190974581241607,0.431845703125
2640,7804,120.19375,1201.9375,-0.007288825756404549,2.630114338360727,2.0283669643104076,0.1622314453125,0.006453097303165123,2.1793634208641524,1388,0.8967801320552826,3.344980616569519,0.4373583984375
2650,7831,127.2875,1272.875,-0.00790426337334793,1.446145474910736,2.034242920577526,0.19580078125,0.004262158559868112,2.1825639037457254,1313,0.8934554868936538,3.385262347459793,0.43759765625
2660,7858,132.74375,1327.4375,-0.0031910526449792087,5.602331858128309,1.9384404961019754,0.1181640625,0.004939549013215583,2.1852032260582206,1355,0.8908015733957291,3.4239260852336884,0.4430029296875
2670,7885,135.66875,1356.6875,-0.005532377283088863,7.006854614242911,1.9339169841259718,0.1300048828125,0.004214856133330613,2.1562716999057066,1397,0.8929749459028244,3.4221910440921786,0.4402880859375
2680,7912,141.175,1411.75,-0.004920221021166071,8.588316163048148,2.0379942655563354,0.1787109375,0.00833838089602068,2.184472064393825,1389,0.8945184171199798,3.4501286602020262,0.446591796875
2690,7937,143.9375,1439.375,-0.005105361764435656,6.399238388985395,2.1167474947869778,0.1697998046875,0.005632260457787197,2.189550198375192,1443,0.8909693562984466,3.5752626848220825,0.4539013671875
2700,7965,143.26875,1432.6875,-0.0026492592005524784,7.716171521693468,1.998987089842558,0.158447265625,0.00538929870526772,2.182739994106718,1281,0.8973255664110183,3.5781475043296815,0.451337890625
2710,7995,137.78125,1377.8125,-0.006572769692866132,3.9366961997002363,2.042667642235756,0.1727294921875,0.004440363169123884,2.1777901135521898,1315,0.901743506193161,3.56018655538559,0.44166015625
2720,8021,133.5,1335.0,-0.008725249994313344,2.3918301723897457,2.098884265869856,0.1943359375,0.004094465679372661,2.1865571796400123,1417,0.9056502449512481,3.4953966224193573,0.42587890625
2730,8054,126.4125,1264.125,-0.006454478163504973,2.3947161687538028,2.076977476477623,0.135498046875,0.004757370305014774,2.18633652667904,1010,0.9035636287927628,3.546261965036392,0.415146484375
2740,8083,114.59375,1145.9375,-0.007623014229466207,0.9766052556224167,2.0235438123345375,0.1778564453125,0.0035586128069553524,2.1739906769910036,1065,0.9039098393917083,3.535989133119583,0.4010400390625
2750,8113,106.0875,1060.875,-0.009217854007147253,1.2902149204164743,2.0527061223983765,0.1759033203125,0.0050738327408907935,2.1791405883396995,1142,0.9094547128677368,3.371037600040436,0.395986328125
2760,8142,101.2,1012.0,-0.006091466173529625,1.378334244247526,2.0635488405823708,0.1614990234375,0.005328270708560012,2.1841357101136127,1382,0.9090727859735489,3.2867537903785706,0.3971826171875
2770,8167,97.8,978.0,-0.0033152243413496763,25.24037860147655,2.056514795869589,0.155517578125,0.006542325689224526,2.1876082230817824,1248,0.9024106878042221,3.2699103486537933,0.400498046875
2780,8196,101.625,1016.25,-0.005773198718088679,3.012311785016209,2.097385350614786,0.1339111328125,0.004581847722874954,2.1932311312873973,1275,0.8938448786735534,3.284035555124283,0.4018115234375
2790,8225,106.33125,1063.3125,-0.008272397753898986,1.3228485961444676,2.0673497319221497,0.1854248046875,0.004569237833493389,2.184893783498044,1226,0.8899955749511719,3.1977816689014436,0.4014404296875
2800,8249,108.825,1088.25,-0.0035908686695620418,7.458864128217101,2.068804543465376,0.165771484375,0.0051204915216658264,2.170528366949279,1456,0.8840075677633286,3.1795662677288057,0.40548828125
2810,8279,114.19375,1141.9375,-0.007069133207551204,8.33729301393032,2.0416728667914867,0.150146484375,0.007022191100986674,2.182401072710391,1315,0.8776713114976883,3.196868402957916,0.409404296875
2820,8307,116.1375,1161.375,-0.006257794928387739,2.6541668456047773,2.0290538538247347,0.127685546875,0.005358302718377672,2.1818643809253935,1253,0.8688360047340393,3.2538617861270906,0.418515625
2830,8334,119.75625,1197.5625,-0.005198154554818757,7.715046156197786,2.0957653746008873,0.151123046875,0.00774520194681827,2.1897185354052957,1290,0.8678384816646576,3.233926570415497,0.4305322265625
2840,8359,121.91875,1219.1875,-0.003501070023048669,18.95288885384798,2.0049618929624557,0.180908203125,0.006983363738982007,2.1663695588676797,1331,0.8667905217409134,3.298351221084595,0.444501953125
2850,8387,123.8,1238.0,-0.0047471231810050085,2.2011650763452053,1.981734635308385,0.1422119140625,0.0033987368660746142,2.1808937990078845,1417,0.8694334322214127,3.3072020411491394,0.44763671875
2860,8414,129.81875,1298.1875,-0.0064842215506359935,4.603355849161744,1.9556417800486088,0.166748046875,0.004696521762525663,2.1710745595496412,1314,0.8666522192955017,3.4854875016212463,0.446982421875
2870,8440,131.1625,1311.625,-0.006177757546538487,1.90455955080688,2.059360358864069,0.1761474609375,0.004209309088764712,2.186015105852976,1342,0.8687928533554077,3.585760431289673,0.44470703125
2880,8465,132.2875,1322.875,-0.003169944327964913,5.044819911941886,2.1031022556126118,0.1458740234375,0.005852268528542481,2.181357020038941,1426,0.8806711894273758,3.414785944223404,0.4374462890625
2890,8493,137.425,1374.25,-0.004170997883193195,8.033591203391552,1.9324848037213087,0.1229248046875,0.004706392202933785,2.1741669485145696,1488,0.8820163536071778,3.4917956691980363,0.4397802734375
2900,8517,139.75625,1397.5625,-0.0022755174431949854,16.936722200363874,2.0350767597556114,0.1409912109375,0.0057508944446453825,2.1905131968953464,1374,0.8779259496927261,3.6320569187402727,0.439794921875
2910,8542,145.2375,1452.375,-0.005881558667169884,10.465546198189259,2.015081835910678,0.135498046875,0.005085527605842799,2.1830384922494757,1352,0.8757102394104004,3.783535241484642,0.44216796875
2920,8570,142.90625,1429.0625,-0.0027931167860515416,22.981643807142973,2.003688497468829,0.1561279296875,0.00408864465134684,2.183280381909019,1274,0.8766641801595688,3.931576754450798,0.44685546875
2930,8599,146.54375,1465.4375,-0.005427840922493488,2.753742365166545,2.0052014887332916,0.1544189453125,0.004058749851537868,2.175791643101775,1263,0.8777518057823182,3.9788447242975233,0.4442236328125
2940,8625,149.26875,1492.6875,-0.008479844633257017,2.4978757789358497,2.0511593148112297,0.176025390625,0.002438506140606478,2.1829314319289477,1378,0.881723273396492,3.91173044025898,0.4363232421875
2950,8651,145.7375,1457.375,-0.008449924673186615,1.6963250814005733,2.033517964184284,0.1627197265625,0.005610618420178071,2.174201810532244,1405,0.8790695124864578,3.987163321375847,0.4431884765625
2960,8680,140.4,1404.0,-0.008448716020211577,1.3322735764086246,2.0161487385630608,0.1529541015625,0.005525541433598846,2.1827617064355014,1343,0.8853407806158066,3.8585046285390856,0.4439697265625
2970,8707,136.125,1361.25,-0.005535129181225784,11.944258155301213,2.041575647890568,0.1600341796875,0.006926346410182305,2.1811777857539636,1332,0.8816778993606568,3.938981972336769,0.44201171875
2980,8730,138.35,1383.5,-0.002724312711507082,24.538595102727413,2.0615394823253155,0.110595703125,0.004708921987912618,2.167946365887934,1397,0.875809326171875,4.135476976037025,0.4465625
2990,8758,140.83125,1408.3125,-0.006362689193338156,5.5892503131181,2.0520829372107983,0.150634765625,0.00597541120077949,2.1741867823743437,1310,0.8778346925973892,4.173463779687881,0.4391357421875
3000,8787,138.2625,1382.625,-0.003929619924747385,19.913116589188576,1.9458084516227245,0.1434326171875,0.0045474267535610124,2.1717412021421416,1332,0.8846818280220031,4.10291677236557,0.4385107421875
3010,8815,143.31875,1433.1875,-0.009145031042862684,6.49406193010509,2.033582229167223,0.1904296875,0.005051777872722596,2.180602043622167,1335,0.8880095553398132,4.062303943634033,0.434873046875
3020,8841,144.80625,1448.0625,-0.004479464681935497,7.353514268994331,2.0619029961526394,0.1658935546875,0.005806092405691743,2.186848589085989,1320,0.8917419654130936,3.9738699233531953,0.4324853515625
3030,8869,144.01875,1440.1875,-0.0037029698432888836,4.246339736506343,2.0636284463107586,0.11474609375,0.0030804992275079712,2.1905734872389466,1250,0.8959456658363343,3.911271538734436,0.4323193359375
3040,8897,140.1875,1401.875,-0.0022578763018827885,23.964346773922443,1.9809857998043299,0.1326904296875,0.004916284604405519,2.1728786580613724,1383,0.8946501392126084,3.950662021636963,0.4323095703125
3050,8924,137.06875,1370.6875,-0.005177282873773947,5.221111001446843,1.9263263307511806,0.14111328125,0.0031298243411583826,2.1789184724406625,1335,0.8951980865001679,3.9333381175994875,0.427158203125
3060,8951,138.60625,1386.0625,-0.004352935211500153,6.962632374837995,2.0427390187978745,0.113525390625,0.002493811014574021,2.1887698909299123,1326,0.8957455039024353,3.9224708604812624,0.4247607421875
3070,8979,136.75,1367.5,-0.002399744356807787,20.79251605272293,1.9872377589344978,0.0830078125,0.003574901056708768,2.1805979217383484,1239,0.9007542365789414,3.8513331425189974,0.4229638671875
3080,9005,135.175,1351.75,-0.00652235429151915,3.0513203283771873,2.0543900951743126,0.1480712890625,0.004332632401201408,2.1705615731082957,1351,0.8993424648046493,3.792646404504776,0.421484375
3090,9029,135.13125,1351.3125,-0.004387064269394614,6.6479271817952394,2.0674110874533653,0.145263671875,0.004173863162577618,2.185607556612995,1458,0.9033504319190979,3.67836802482605,0.4198828125
3100,9059,132.45625,1324.5625,-0.006231258565094322,5.115870427340269,1.9916677419096231,0.18017578125,0.00846909312531352,2.1698919348862655,1404,0.9042320668697357,3.6029214131832124,0.4182373046875
3110,9085,133.1625,1331.625,-0.006192079148604535,2.745074004866183,2.0453661791980267,0.11669921875,0.003487269328616094,2.174583356755381,1415,0.9036512488126754,3.579884387254715,0.422109375
3120,9112,133.1625,1331.625,-0.005864049438969232,2.385898509994149,2.008050026372075,0.166748046875,0.004459619231056422,2.1826945341762363,1417,0.9021929442882538,3.598921790122986,0.4203173828125
3130,9140,130.65,1306.5,-0.00442067752010189,18.598955305293202,2.0256629213690758,0.180908203125,0.008782836113823578,2.181116787179105,1269,0.8974586629867554,3.657890594005585,0.4191357421875
3140,9170,128.6375,1286.375,-0.005483511340571567,2.4104366209357977,2.024675566703081,0.1336669921875,0.004373869771370664,2.1845886415639555,1370,0.9030057263374328,3.5369918406009675,0.4226318359375
3150,9199,124.8,1248.0,-0.009701020317152143,2.2911779638379812,2.014092380180955,0.1685791015625,0.004826964213862084,2.1679694105830434,1235,0.9027324712276459,3.5153527593612672,0.42103515625
3160,9226,122.8625,1228.625,-0.003906907775672153,4.658936494030058,2.018578255549073,0.1546630859375,0.0052503150945995,2.1728743310707905,1287,0.9044897359609604,3.446486213207245,0.4263525390625
3170,9255,120.0875,1200.875,-0.007615055626956746,1.9743549469858408,2.0139905251562595,0.197021484375,0.0028543012449517846,2.1807803285891096,1304,0.9020014011859894,3.4326829540729524,0.43185546875
3180,9283,119.50625,1195.0625,-0.0042847549193538725,15.497835253365338,2.06224587187171,0.1842041015625,0.004867623239988461,2.188702018600396,1341,0.905733887553215,3.4269428026676176,0.4315185546875
3190,9313,119.35,1193.5,-0.00304416217841208,19.529035795480013,2.0338984597474337,0.115234375,0.005084660951979458,2.1780137581994534,1255,0.9050646340847015,3.4497285723686217,0.4356884765625
3200,9339,121.7,1217.0,-0.007874784874729812,1.4500551340170205,2.050157345831394,0.1728515625,0.005092060746392235,2.1862132732976485,1445,0.9045201629400254,3.473433231115341,0.43755859375
3210,9367,123.65625,1236.5625,-0.004757907998282462,3.703496614471078,2.0727337412536144,0.09814453125,0.002540186542319134,2.1917810842155516,1326,0.9042250430583954,3.4453728914260866,0.4305615234375
3220,9399,126.325,1263.25,-0.005658710259012878,4.121966106817126,2.0073406919837,0.109375,0.0034191597515018657,2.1783761000124695,1306,0.9026734274625778,3.406451094150543,0.4320361328125
3230,9426,125.8375,1258.375,-0.006696591488434933,0.8603315581567585,2.0264247581362724,0.177001953125,0.0037609189457725734,2.1739603490630053,1205,0.8984595382213593,3.448884125947952,0.436796875
3240,9453,125.55625,1255.5625,-0.006587100098840892,1.8390393927693367,2.0910809338092804,0.1541748046875,0.004049161201692186,2.190438921372531,1482,0.8950827544927598,3.4667614948749543,0.438134765625
3250,9480,126.59375,1265.9375,-0.001170808682218194,71.8302662782371,2.0149418506771326,0.167236328125,0.004808972895261832,2.138065544196892,1400,0.8885793888568878,3.5836068320274355,0.446171875
3260,9507,130.0375,1300.375,-0.004703155063907616,3.7684543495997787,2.0123643167316914,0.110595703125,0.003072819803492166,2.160276120610036,1343,0.8874589890241623,3.656870198249817,0.445654296875
3270,9530,133.80625,1338.0625,-0.004666835113312118,9.214058194309473,2.019467579200864,0.15966796875,0.0040017507708398625,2.1871766366421994,1275,0.8822076034545898,3.791838164329529,0.43984375
3280,9560,138.64375,1386.4375,-0.004904490488115698,3.6035285526886582,1.97458459995687,0.1275634765625,0.003216749057173729,2.165565174633164,1379,0.8843835061788559,3.7824279141426085,0.4422119140625
3290,9584,142.33125,1423.3125,-0.00720972815179266,5.616653349250555,2.0838871598243713,0.1553955078125,0.005796539655420929,2.1799009852424773,1365,0.8770300394296646,3.9657747888565065,0.447509765625
3300,9613,146.53125,1465.3125,-0.007236557066789828,3.519557986408472,1.9803607743233442,0.1632080078125,0.003962414521083701,2.180369761356984,1343,0.8808501011133194,3.932197276353836,0.4478857421875
3310,9641,146.025,1460.25,-0.005881680204765871,4.241457927972078,2.033032402396202,0.2060546875,0.006422558144549839,2.183292607407938,1307,0.8838292592763901,3.9377834391593933,0.451708984375
3320,9667,145.25625,1452.5625,-0.004744444653624669,11.562230918556452,1.9998692478984594,0.1822509765625,0.005845635911100544,2.1773893167973712,1366,0.8845866203308106,4.029777911901474,0.45388671875
3330,9692,146.70625,1467.0625,-0.0068324952881084755,2.5925510451197624,2.001135790720582,0.1673583984375,0.0045042848942102864,2.1825538975611405,1424,0.891550076007843,3.9665727055072786,0.44796875
3340,9717,145.71875,1457.1875,-0.003427953808568418,20.070648228749633,2.0193324014544487,0.1226806640625,0.0037983498914400116,2.1773331484179974,1357,0.8856049972772598,4.1318634462356565,0.4446875
3350,9745,140.375,1403.75,-0.003223387524485588,22.877199850976467,2.02487557195127,0.1329345703125,0.0067441808205330744,2.1821210724209807,1373,0.8882565623521805,4.1368624317646026,0.440322265625
3360,9773,141.93125,1419.3125,-0.005847344757057726,5.3909745421260595,2.0394722931087017,0.173583984375,0.004658672223740723,2.188608673934763,1381,0.8840440946817398,4.233042052984238,0.441611328125
3370,9800,144.2375,1442.375,-0.004573321857606061,19.250247650779784,1.9855891354382038,0.1181640625,0.005193098804738838,2.193536725599352,1317,0.8880793106555939,4.183773031234741,0.44443359375
3380,9826,143.45,1434.5,-0.007429822209815029,1.4538527159020305,2.05465055629611,0.1456298828125,0.004642178362701088,2.1800981664632952,1448,0.8910192155838013,4.11181568145752,0.441689453125
3390,9851,140.48125,1404.8125,-0.006865197909064591,1.7731645489111543,2.1058264449238777,0.1707763671875,0.005729335724026896,2.191665003358942,1295,0.8998229867219925,3.8812527775764467,0.4331787109375
3400,9882,138.25,1382.5,-0.006407042645150796,3.631441507488489,1.9648085609078407,0.1402587890625,0.0060612439847318456,2.1854646496934618,1353,0.8975243747234345,3.8879480028152464,0.4352587890625
3410,9910,136.0875,1360.875,-0.007027176849078387,1.571027330122888,1.9936876259744167,0.1641845703125,0.004419924225658178,2.176698951539198,1293,0.8991508597135544,3.8038758599758147,0.4352734375
3420,9937,134.21875,1342.1875,-0.007251841670949943,7.146284054964781,2.0660653561353683,0.1224365234375,0.0032592714414931834,2.1902542375432588,1306,0.8964615041017532,3.799690365791321,0.4333544921875
3430,9967,134.5125,1345.125,-0.006090744951507077,10.60183072835207,1.9863785933703184,0.142333984375,0.003596477923565544,2.1940339004024603,1246,0.8928306829929352,3.839482126235962,0.4376904296875
3440,9990,137.13125,1371.3125,-0.008709710768016521,6.181420464068651,2.066558439284563,0.162841796875,0.002840734552592039,2.171615264746727,1336,0.8911786842346191,3.889218690395355,0.4427685546875
3450,10018,135.94375,1359.4375,-0.004496768640819937,11.58502771705389,1.972384398803115,0.13623046875,0.004122997590457089,2.1456190846803658,1196,0.8935052883625031,3.8308930516242983,0.44177734375
3460,10046,140.2125,1402.125,-0.0016584005061304197,25.716886956244707,2.050405155867338,0.1383056640625,0.0055647723929723725,2.185127162707018,1413,0.8876393723487854,3.9136251616477966,0.440390625
3470,10072,142.25,1422.5,-0.004719133983599022,4.60971187800169,1.9841713029891253,0.1597900390625,0.005141308094607666,2.186393456525419,1325,0.895204222202301,3.7533186745643614,0.4395947265625
3480,10101,144.2375,1442.375,-0.0022189058654475957,21.808229982852936,1.9979664366692305,0.143798828125,0.0060379073038348,2.177721354484806,1417,0.8890951836109161,3.8893479108810425,0.4397705078125
3490,10126,142.63125,1426.3125,-0.005534806761716027,4.223261699080467,2.040289919823408,0.0838623046875,0.0040437595889670774,2.1814213452772506,1392,0.8855818003416062,3.98271231174469,0.4444873046875
3500,10155,140.61875,1406.1875,-0.007257693170686252,5.497867232188582,2.0239470936357975,0.1463623046875,0.00418077694484964,2.173352840243572,1284,0.8846658945083619,4.038412654399872,0.4422998046875
3510,10182,140.7625,1407.625,-0.004675173811847344,23.2968474291265,2.0183111280202866,0.0792236328125,0.003690127057780046,2.1826815468864913,1287,0.883869800567627,4.084274964332581,0.4418408203125
3520,10212,136.275,1362.75,-0.00757222504762467,1.5086616352200508,1.9986642021685839,0.1649169921875,0.003948214041884057,2.180702351943179,1273,0.8868270033597946,4.02675546169281,0.44353515625
3530,10237,135.08125,1350.8125,-0.007969706217409112,6.01750922203064,2.094550993293524,0.15771484375,0.005440359149361029,2.181341194972329,1368,0.8863079124689102,4.049497383832931,0.4459326171875
3540,10266,135.08125,1350.8125,-0.003217974037397653,4.797036273404956,2.050220310688019,0.0999755859375,0.003076811699429527,2.187675593162705,1226,0.8923241823911667,3.9170973551273347,0.439638671875
3550,10295,132.01875,1320.1875,-0.006749429419869557,10.399146676063538,2.00150472484529,0.1224365234375,0.004416909454448614,2.1706849963133603,1299,0.8954289835691452,3.8487001621723174,0.4411572265625
3560,10319,133.475,1334.75,-0.005596768940449692,4.501477010548115,2.0917610339820385,0.159912109375,0.006378421778208576,2.191441091971326,1334,0.9040012669563293,3.674521420001984,0.439111328125
3570,10346,137.275,1372.75,-0.0036159687442705035,4.455446298234165,2.0019554421305656,0.1195068359375,0.005138731983606704,2.179845976234011,1480,0.8966933023929596,3.7608889496326445,0.4402783203125
3580,10375,137.725,1377.25,-0.006176068724016659,5.8784887585788965,2.00999322719872,0.1605224609375,0.00537368819641415,2.186213749648618,1344,0.8963141399621963,3.7434104335308076,0.440048828125
3590,10403,140.19375,1401.9375,-0.005457272927742451,3.0557251097634435,2.0397418215870857,0.168701171875,0.006128627836005762,2.1812928433184267,1350,0.8951176124811172,3.719341732263565,0.4365869140625
3600,10427,138.1625,1381.625,-0.007422241906169802,4.364262581802905,2.0468006432056427,0.1522216796875,0.006410606438294053,2.1873013474372147,1324,0.8929701519012451,3.712015137672424,0.4365087890625
3610,10452,139.2125,1392.125,-0.00563695072196424,22.465886011719704,2.0480461455881596,0.142333984375,0.006047620838216972,2.187440586376263,1537,0.8838098293542862,3.8829544270038605,0.443544921875
3620,10482,140.3125,1403.125,-0.00508636909944471,16.8270407281816,2.0863295942544937,0.125732421875,0.004381125589134172,2.1951299580927817,1382,0.8852425456047058,3.862852216959,0.4451123046875
3630,10507,141.55,1415.5,-0.006587019728613086,3.4500267300754786,2.0587401911616325,0.1734619140625,0.0039741489017615095,2.1905941009517407,1236,0.8886652344465256,3.790528349876404,0.44470703125
3640,10534,140.24375,1402.4375,-0.005722263769712299,4.419393291696906,1.9686904922127724,0.129638671875,0.0034124380763387308,2.181560278677511,1368,0.8924977195262909,3.7225467467308047,0.4497314453125
3650,10558,138.55625,1385.5625,-0.003194705510395579,3.677089455537498,2.07053167745471,0.165771484375,0.0039258584001800045,2.1935823560198053,1359,0.8861485636234283,3.836008394956589,0.445234375
3660,10585,140.7,1407.0,-0.01313283565104939,0.6458598813042045,2.077238116413355,0.184814453125,0.004905929294181988,2.1825534557074384,1302,0.881411206126213,3.952510954141617,0.4425146484375
3670,10615,137.35,1373.5,-0.0051981133001390845,3.801249543670565,2.0188073590397835,0.1268310546875,0.00573349317710381,2.1882535762995414,1346,0.8830047124624252,3.9160847628116606,0.438798828125
3680,10641,140.9625,1409.625,-0.01178391904977616,0.7336787120439112,1.9726505111902952,0.1695556640625,0.004416637646500021,2.1897452257756482,1387,0.8830805712938309,3.8902463626861574,0.440810546875
3690,10666,138.2,1382.0,-0.008638397193863057,2.1378898061811924,2.055533565580845,0.145751953125,0.005146490890183486,2.181853680239659,1352,0.8777839148044586,3.977323464155197,0.4447119140625
3700,10696,141.0,1410.0,-0.006875888851936907,1.8077579103410244,1.9765248093754053,0.1517333984375,0.0037678135267924517,2.1741054619708517,1379,0.8794346588850022,3.969260872602463,0.442958984375
3710,10720,141.06875,1410.6875,-0.008011620433535427,7.998018104583025,2.002207215875387,0.1356201171875,0.00398674224561546,2.157093125305392,1253,0.8883674210309982,3.7935634982585906,0.439072265625
3720,10746,140.90625,1409.0625,-0.004523402676568367,6.223919156007469,2.0982493609189987,0.12890625,0.005513141062692739,2.1796263820621644,1320,0.8848259329795838,3.823815189599991,0.4377783203125
3730,10773,142.13125,1421.3125,-0.006522797848447226,1.8904497660696507,2.051845468580723,0.1417236328125,0.006031025724951178,2.1893995852703596,1480,0.8801058399677276,3.884248939752579,0.4355908203125
3740,10800,138.575,1385.75,-0.0023976960801519454,48.29371273890138,2.0714610666036606,0.15185546875,0.006078102873289026,2.1925781790234056,1317,0.8709756058454513,4.01880582690239,0.4376025390625
3750,10828,143.2375,1432.375,-0.0042433223279658705,7.785742502659559,1.9403105061501265,0.1453857421875,0.00477967674669344,2.1835667732884656,1354,0.8750359338521957,3.951273456811905,0.4462353515625
3760,10852,143.26875,1432.6875,-0.00925029355857987,6.09020483866334,2.0201686583459377,0.147216796875,0.005772429780336097,2.188399072805114,1316,0.8728881424665451,3.9612237644195556,0.4506396484375
3770,10879,150.63125,1506.3125,-0.004244001873303205,13.759085988625884,2.01278337277472,0.1182861328125,0.00621285974921193,2.191296974220964,1316,0.8721762263774872,4.057135869264602,0.4556298828125
3780,10903,155.0125,1550.125,-0.003392157392227091,3.63488965947181,1.9751328267157078,0.13037109375,0.0050804839411284775,2.1739751835280514,1240,0.8748894554376602,4.058202430009842,0.4552490234375
3790,10928,158.75,1587.5,-0.007128682656912133,32.92505678534508,1.9919867981225252,0.126953125,0.0053760689770570025,2.18090048995661,1426,0.8763766664266587,4.123980476856231,0.4536181640625
3800,10953,165.46875,1654.6875,-0.004913127515465021,8.821659870445728,2.004572195932269,0.144775390625,0.004461587886908092,2.1803032933205504,1499,0.8773661565780639,4.132333227396011,0.455888671875
3810,10978,165.01875,1650.1875,-0.004105322703253478,24.27401612699032,1.983781250193715,0.1468505859375,0.005244817446509842,2.1860856807544677,1428,0.8746160984039306,4.282486361265183,0.454873046875
3820,11003,166.25625,1662.5625,-0.00657641640282236,10.06695693731308,2.0040287654846907,0.134521484375,0.005130814584845211,2.181384326952232,1360,0.875847589969635,4.378050059080124,0.4522216796875
3830,11029,161.98125,1619.8125,-0.00753027708560694,7.119569845497608,2.0245198234915733,0.1754150390625,0.004568526608636603,2.1919922554120808,1411,0.8795845538377762,4.3770548331737515,0.4520068359375
